,ds,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DOW,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UNH,RTX,VZ,V,WMT,WBA,DIS
504,2019-01-04,201.45045211385704,104.87173494157882,175.5501829535559,365.1471243283894,134.0215986077547,119.06661635034948,46.570109054143465,47.905333123246116,58.85097469919762,76.65927257500222,191.96306253464442,177.0309401540012,121.35490509310802,48.50965912595591,135.70120766902804,105.66895990800093,181.53186607765645,77.44395330965366,105.53290549567978,77.24671600007744,43.741203347448064,92.94566721429369,121.29046247320703,262.04494507378536,128.07997799950311,58.20735248644033,138.75636017613093,94.52966032868832,73.49766442924438,113.86602501649388
505,2019-01-07,203.17051243760358,105.71887891970171,176.3312732498392,370.68971721933866,135.80710111425878,120.04528052660808,46.91672195659454,48.03625336807288,58.773549604958184,77.56628856373023,194.5164065679923,178.881041481471,123.14769779117186,48.6682236125236,135.7834529279247,106.56406803735716,183.03768198653873,77.60543586803578,105.84644953183924,78.11431391469829,43.769127018776246,93.10843372562692,122.68562782867278,261.8939837972898,128.98344414299174,58.24968250930725,140.10065257948312,94.84935713272158,73.69825524663808,114.52739439998443
506,2019-01-08,203.719515740471,106.16633236134247,177.61004735151056,372.98651657481844,136.55875968716578,120.48489278774379,47.1601751395286,48.176222603866336,58.984701971088114,77.870628172291,195.76414330891444,179.9889021242368,123.81816278335627,48.84827551400416,136.27495821349987,106.82307358544564,183.91695850449477,77.70062382611543,106.22196931418917,78.5645184512613,43.75338867291015,93.4111673608918,123.17680351769839,263.0014313464583,129.55585281856676,58.366049880842596,140.91759511288512,95.31277144097791,73.79125436556443,114.86252474853924
507,2019-01-09,204.08582943812544,106.16493482804935,179.09515805088955,374.0694701477804,136.85119216598645,120.281948507909,47.181733837134566,48.21536595168062,58.71285799025522,77.86791031858691,196.14358973360328,180.57428219217056,124.28805125201006,48.92177060605655,136.31637338726327,106.7503945141214,184.7198865401951,77.7577049285189,106.55163444496516,78.91416423658305,43.749492849334914,93.53416352446435,123.42634496189397,263.366782138456,129.47040552773032,58.277467381529846,141.5607789591885,95.24361423336592,73.63276442780355,114.84652915100197
508,2019-01-10,204.37595172591097,106.46416977563118,179.7123593929976,375.8744416944106,137.2196796922617,120.43318922568281,47.23308313647947,48.233649604755456,58.57312127005346,78.10458814845687,196.84210465535662,181.16513243632338,124.74649318046369,48.927391588161086,136.47736689707148,106.97425360484415,185.36870796820915,77.85657170244188,106.83237107567453,79.1137647518542,43.70399612400528,93.6662017474945,123.87242415919606,263.87444394218943,129.9190773304208,58.348062159844176,142.13053909084638,95.41735837765493,73.48343442337836,114.90365083314869
509,2019-01-11,205.03854877044895,106.80665532657954,179.88197002969162,377.69727297114287,137.7130527456668,120.65450230075571,47.38658018027887,48.338918623158065,58.47067685964117,78.2662983971526,197.408549633222,182.08071776083992,125.3046286728263,48.94194303025843,136.7414105847624,107.15332902145272,186.09512740944774,78.03718900537052,107.10124832980095,79.39635021891246,43.83615436598056,94.04670039041237,124.59055416682497,264.49795813063804,130.29968867760383,58.50507077674336,142.7311615755372,95.55210192888454,73.49331888378967,115.14902207462987
510,2019-01-14,206.17221458166662,107.42017844785374,181.1593540632169,381.9991454929428,138.31085099733744,121.23422763278109,47.75418453069979,48.57040793919726,58.39325176540793,78.91171908152404,199.89153729966426,183.92151858781887,127.4322505162256,49.295291061156796,137.0413691485404,107.6918317372723,187.30842293997443,78.23237331296052,107.78072277915155,79.95808348640409,43.79073796285559,94.45127329021545,126.02630716806827,264.7620502909394,130.93941849796286,58.48379517985952,144.01032227903454,95.79913357615088,73.50527867342345,115.44457022155613
511,2019-01-15,206.43323072563814,107.77210175085804,182.36743335686964,383.6785853628101,138.6194275470978,121.51314929848083,47.992535853180065,48.73729069197836,58.60440413153553,79.08421692458141,201.0060803297415,184.9156199871627,128.15532971970688,49.53116428993564,137.55137775602844,107.81919130598627,187.97500420504815,78.32280195044538,108.2482483254996,80.29240567599663,43.73840564235337,94.81766918613094,126.49207386585678,265.8967115423944,131.4018713202812,58.561382719164754,144.74327366998617,96.2388179977424,73.51125628441004,115.67569926649128
512,2019-01-16,206.47213251492352,107.67110350779012,183.66938430846085,384.06739490470994,138.45577803462012,121.13785459940392,48.00352497586242,48.798309240521114,58.33256015070108,78.93046015676717,201.19872880844585,185.333722118569,128.6477588173401,49.65380028404207,137.58316434186665,107.61370420737829,188.5129808281872,78.36669105975244,108.65236019777592,80.52289178270956,43.69281565644935,94.99306789596477,126.69669945307913,266.23278960910545,131.20019641596753,58.42583721454024,145.2724962872528,96.14665069392376,73.25740740115914,115.56686855642317
513,2019-01-17,206.40081252481428,107.8696065703937,183.9993300394227,385.1197878762264,138.36237326425945,121.10682954860562,48.03938069438049,48.8324792711355,58.19282343049974,78.99947974953098,201.65940171308284,185.70699030134134,129.09922506748518,49.70083197269735,137.70661924695665,107.7068046110144,188.8497062406327,78.44397188078871,108.98916663225916,80.60249010827441,43.60132630803436,95.16505562929926,127.07894139315826,266.6556814736526,131.529341782968,58.441941378062054,145.70007527515227,96.29817262653464,73.00687081584903,115.54315266561544
514,2019-01-18,206.6740581222632,108.11312772437468,183.78891488402624,386.15161201609516,138.39559396489858,121.13798462111583,48.17311620334281,48.946799409805514,58.09037902008653,78.97989029157372,201.94069840065168,186.35924785059495,129.62201818611115,49.74820359206048,137.9060346328468,107.76032985188164,189.22312230016036,78.59485538315106,109.29542972865187,80.76673158216391,43.68411824840418,95.5722193907707,127.71531018741295,267.14092104033284,131.79009441553967,58.53776651144877,146.13272329329533,96.41141731729907,72.9122668248264,115.72019294380412
515,2019-01-22,206.37306175290186,108.75311793703236,184.13286381691503,389.01554764183646,137.63314956871253,121.20613241214662,48.67339767551316,49.30125124338039,58.224106291980256,79.00594474985996,204.036390293343,187.81461118067656,132.08943604739724,50.37319416506125,138.22298968494204,108.03337345280548,189.43717608349078,78.69200228546535,110.41633094992443,81.2547223481554,43.37676293279992,96.3136862430398,129.14402856909618,267.52342938282897,132.46500629974858,58.30434940728363,147.28428926868753,97.01434449403757,72.52969497329663,116.09836404106113
516,2019-01-23,205.99127411708315,108.59934196522396,184.8334451189114,388.7445508574324,137.13223265842578,120.63967609929422,48.65575925286601,49.329898392180496,57.952262311146484,78.65642828098021,203.79882493066447,187.84664488952617,132.43989996929898,50.48050439436278,138.08647570134113,107.76893348819605,189.53899329547767,78.67596952686405,110.77668737402266,81.41048516133854,43.281558690821925,96.45010666337663,129.20531538653137,267.5144826818656,132.1815949434924,58.09158790128589,147.57261315353173,96.89988321221831,72.19149643601564,115.98127505684572
517,2019-01-24,205.51585015192677,108.75971096361047,184.57332358012704,389.22498463781096,136.7466996452643,120.42604808767584,48.663925721183396,49.323304681826556,57.812525590945086,78.53820748318847,203.82376317014644,187.83534045001002,132.7378128241863,50.50314168562659,138.03052044776098,107.82224515703452,189.44993926104996,78.69056632579333,111.05877429646755,81.42983884740431,43.14391561315333,96.57264746417599,129.43958814520101,267.568029670794,132.44280311174097,58.0313882690283,147.75860751154826,97.02768981892105,71.86671047033434,115.95917184176488
518,2019-01-25,205.40886847130082,108.9806315564511,183.80234272555361,389.78958107964326,136.53822651651515,120.28618241866786,48.77177428762015,49.38891828529944,57.71008118052827,78.34350814277035,203.67254480349814,188.11373404004243,133.0992148311395,50.517735569945884,138.04340840877364,107.85609397038556,189.41682898091494,78.77737642119264,111.3017510947336,81.54953413097172,43.1851163914741,96.92148628012568,129.92635179473672,267.66634849329813,132.65064232510548,58.05327075283028,147.95398924716216,97.11536439483615,71.70933190222861,116.14658045332419
519,2019-01-28,204.34442468614807,109.36217548548821,182.18728587530026,391.05620931102635,135.45860468368187,119.85702824663653,49.00305028067918,49.413899584624176,57.632656086296606,77.97676669145505,203.8773615176748,187.98237221026878,134.4762989195503,50.77333679450996,137.4434534981294,108.14197940488923,188.37742853564544,78.65384445831353,111.76965228598998,81.75758225344842,42.894210643271805,97.11429217672834,130.5967008702185,266.0315331540798,132.8940052931746,57.62515538746622,147.96975432813147,97.20852481492894,71.3024122730658,116.38386454034476
520,2019-01-29,203.9528544731182,109.68715301800039,182.50849738555323,392.06860520030824,135.3826694611542,119.84200414199577,49.20108231831922,49.48487435562513,57.84380845242497,77.85195159673846,204.23978717251572,188.34985636954738,134.9162618415666,50.94709510995035,137.6269314426626,108.25266792778483,188.35253803230194,78.63317123436909,112.13400298827733,82.02655413600445,42.77558090111739,97.37901959530411,130.80021354392028,266.46352726835073,133.2729943845196,57.575016154389466,148.29360325749627,97.5907149586592,71.20522431474153,116.6285441745797
521,2019-01-30,203.3990595158313,109.58554708307649,183.00833329118086,392.0009585931551,134.9336856563038,119.20224616851537,49.176522456183406,49.43833946790424,57.5719644715922,77.43042851965774,203.70848394517583,188.1812549291012,135.11954804532087,50.995167400441325,137.3308503383517,108.06540279999693,188.25224176219092,78.56758699553471,112.42518474755774,82.22012245061667,42.67432461497518,97.44209526310229,130.74757705839087,266.0821151101367,133.01434710271187,57.31978410490822,148.43337044702093,97.43708061743351,70.86943423864217,116.54636870146669
